object_annotation_category,total_lipids_ugC,fullness_ratio_carbon,month,month_true
female+lateral<Calanus hyperboreus,1507.7400582171372,0.6007184585855357,8,8
civstage+lateral<Calanus hyperboreus,288.28053850186996,0.4956602980869279,8,8
female+lateral<Calanus glacialis,338.93603954010973,0.5517327636669374,8,8
female+lateral<Calanus hyperboreus,1616.5267838957432,0.5908348810552934,8,8
civstage+lateral<Calanus hyperboreus,340.86100127386806,0.5118023533265781,8,8
female+lateral<Calanus hyperboreus,1224.22371614932,0.604018022243925,8,8
civstage+lateral<Calanus hyperboreus,371.05677954074105,0.5525489390765944,8,8
civstage+lateral<Calanus hyperboreus,295.58753026815407,0.6449154331233042,8,8
civstage+lateral<Calanus hyperboreus,257.9304681352404,0.5399290168799682,8,8
cvstage+lateral<Calanus hyperboreus,886.9167096804724,0.5920227430443616,8,8
cvstage+lateral<Calanus hyperboreus,805.6182752297372,0.5436189731611071,8,8
cvstage+lateral<Calanus hyperboreus,532.505838289679,0.5669863538927119,8,8
cvstage+lateral<Calanus hyperboreus,752.3365695958813,0.5306110638992682,8,8
cvstage+lateral<Calanus hyperboreus,637.291016789847,0.5324346059684073,8,8
cvstage+lateral<Calanus hyperboreus,637.2120657635389,0.6008632383921039,8,8
civstage+lateral<Calanus hyperboreus,276.1195310352419,0.5541166484748321,8,8
cvstage+lateral<Calanus hyperboreus,583.741485313641,0.5728227928434009,8,8
cvstage+lateral<Calanus hyperboreus,845.2857628648095,0.6126537592721638,8,8
female+lateral<Calanus hyperboreus,1769.45180934402,0.5421106592310951,8,8
cvstage+lateral<Calanus hyperboreus,756.0709130494545,0.578976333844484,8,8
civstage+lateral<Calanus hyperboreus,291.4935151779827,0.5517157637613207,8,8
cvstage+lateral<Calanus glacialis,162.21644544092382,0.3821839068628556,8,8
cvstage+lateral<Calanus hyperboreus,1081.165301409916,0.6883755068444936,8,8
cvstage+lateral<Calanus glacialis,156.14037071020002,0.455827239192882,8,8
cvstage+lateral<Calanus hyperboreus,775.3263112585734,0.5627939053761118,8,8
civstage+lateral<Calanus hyperboreus,234.6159507198511,0.532467438511719,8,8
cvstage+lateral<Calanus hyperboreus,625.9807785178276,0.4717004114152115,8,8
female+lateral<Calanus glacialis,230.23660101643225,0.4971219269841276,8,8
female+lateral<Calanus hyperboreus,1692.004083841945,0.5332383566047354,8,8
cvstage+lateral<Calanus hyperboreus,610.3814967115694,0.4894190560422408,8,8
civstage+lateral<Calanus hyperboreus,295.5287502811467,0.6084693216495511,8,8
cvstage+lateral<Calanus glacialis,319.06016365974466,0.5560985577945614,8,8
civstage+lateral<Calanus hyperboreus,404.2172877169556,0.6439089267500234,8,8
cvstage+lateral<Calanus hyperboreus,855.4809859203281,0.6031762604770284,8,8
civstage+lateral<Calanus hyperboreus,170.63691078663194,0.5196386519900058,8,8
cvstage+lateral<Calanus hyperboreus,885.6110819003148,0.5549552641567999,8,8
female+lateral<Calanus hyperboreus,2176.8062320516956,0.5910040707144765,8,8
cvstage+lateral<Calanus glacialis,257.6737242938515,0.5787328068245678,8,8
female+lateral<Calanus hyperboreus,1056.7845111940198,0.6033909281922881,8,8
civstage+lateral<Calanus hyperboreus,521.5340988596196,0.7347401432981762,8,8
civstage+lateral<Calanus hyperboreus,262.35219861850584,0.4336442580863845,8,8
female+lateral<Calanus hyperboreus,1902.0165695066169,0.5826898946910442,8,8
civstage+lateral<Calanus hyperboreus,274.6411204902282,0.4778725448541135,8,8
civstage+lateral<Calanus hyperboreus,191.16048709208195,0.4811521725113875,8,8
civstage+lateral<Calanus hyperboreus,331.67059215328993,0.65553576765062,8,8
female+lateral<Calanus hyperboreus,1049.7311964308117,0.5245692184982741,8,8
civstage+lateral<Calanus hyperboreus,281.62240187277587,0.5104425471647251,8,8
female+lateral<Calanus hyperboreus,1628.3928363010643,0.6856397543709212,8,8
female+lateral<Calanus glacialis,331.5167675519179,0.5370284075477271,8,8
female+lateral<Calanus glacialis,296.30553856433164,0.5738455535338348,8,8
civstage+lateral<Calanus hyperboreus,367.73886325812305,0.6169841758394242,8,8
civstage+lateral<Calanus hyperboreus,394.0427516679032,0.5763975652164918,8,8
civstage+lateral<Calanus hyperboreus,410.48885013004,0.5947456713074444,8,8
civstage+lateral<Calanus hyperboreus,165.61996367163272,0.5185939920141457,8,8
cvstage+lateral<Calanus hyperboreus,771.3134127299683,0.5525160052975475,8,8
cvstage+lateral<Calanus hyperboreus,843.2755166353942,0.5350018570953591,8,8
cvstage+lateral<Calanus hyperboreus,742.8181452737266,0.6021291859766139,8,8
female+lateral<Calanus hyperboreus,460.9171988671208,0.4549574528908639,8,8
civstage+lateral<Calanus hyperboreus,413.2173690733284,0.6081913880036092,8,8
cvstage+lateral<Calanus glacialis,365.3238807830695,0.6221609159216577,8,8
cvstage+lateral<Calanus glacialis,443.9672977458936,0.6781544903812596,8,8
cvstage+lateral<Calanus glacialis,327.92894116520546,0.5594461815010504,8,8
cvstage+lateral<Calanus hyperboreus,988.6831653645968,0.6642204748642953,8,8
cvstage+lateral<Calanus hyperboreus,919.7413611022232,0.6072161588937198,8,8
cvstage+lateral<Calanus hyperboreus,710.3993268366197,0.5765064417917535,8,8
female+lateral<Calanus hyperboreus,822.6798515607711,0.6099371896999097,8,8
civstage+lateral<Calanus hyperboreus,241.55960577011427,0.4286132227779178,8,8
cvstage+lateral<Calanus hyperboreus,1320.207580051949,0.6692284823439443,8,8
civstage+lateral<Calanus hyperboreus,367.2508061459893,0.6676403055872928,8,8
civstage+lateral<Calanus hyperboreus,396.0751352152456,0.584820884253812,8,8
civstage+lateral<Calanus hyperboreus,356.31595381721604,0.5373681007835828,8,8
civstage+lateral<Calanus hyperboreus,148.86456510012204,0.3883158839343193,8,8
cvstage+lateral<Calanus glacialis,378.4294390794713,0.6110835240322086,8,8
female+lateral<Calanus hyperboreus,1500.1066654038066,0.5455662946414352,8,8
female+lateral<Calanus hyperboreus,2189.5339033074742,0.6169526035687088,8,8
cvstage+lateral<Calanus hyperboreus,905.9558559924938,0.6319493684712713,8,8
female+lateral<Calanus hyperboreus,1382.7249842220388,0.4347356583601702,8,8
female+lateral<Calanus hyperboreus,1457.6731819516915,0.5902755621293835,8,8
female+lateral<Calanus glacialis,298.16426587934126,0.5817928070613617,8,8
female+lateral<Calanus hyperboreus,1518.548104485659,0.5582374155024794,8,8
civstage+lateral<Calanus hyperboreus,297.326254445883,0.567965928633828,8,8
civstage+lateral<Calanus hyperboreus,113.32968964318847,0.2477681868198507,8,8
cvstage+lateral<Calanus glacialis,223.85954432010223,0.4978981139696993,8,8
civstage+lateral<Calanus hyperboreus,305.72872159575707,0.5904237571718406,8,8
female+lateral<Calanus hyperboreus,1960.6485166092436,0.6380607805419106,8,8
civstage+lateral<Calanus hyperboreus,349.88483047263,0.5269016305590375,8,8
cvstage+lateral<Calanus hyperboreus,802.1510656182745,0.5531732065470335,8,8
civstage+lateral<Calanus hyperboreus,411.27394105059346,0.6057563751752046,8,8
civstage+lateral<Calanus hyperboreus,286.99867672159183,0.551948601628001,8,8
cvstage+lateral<Calanus glacialis,367.8714105750302,0.605909518236826,8,8
civstage+lateral<Calanus hyperboreus,420.040652575459,0.6115899612881714,8,8
civstage+lateral<Calanus hyperboreus,274.0258094210181,0.5187086894624127,8,8
civstage+lateral<Calanus hyperboreus,290.593563349513,0.515939137934766,8,8
cvstage+lateral<Calanus glacialis,442.0529562472645,0.6697136204011417,8,8
female+lateral<Calanus hyperboreus,1011.6868779303744,0.4997494696606068,8,8
civstage+lateral<Calanus hyperboreus,415.3721791676328,0.661214051501316,8,8
civstage+lateral<Calanus hyperboreus,238.04548600770713,0.3861699879964148,8,8
civstage+lateral<Calanus hyperboreus,299.5842478045865,0.5594834735927644,8,8
civstage+lateral<Calanus hyperboreus,232.45984262325905,0.4651355013230688,8,8
civstage+lateral<Calanus hyperboreus,275.19524931342096,0.4843903659187873,8,8
female+lateral<Calanus hyperboreus,1798.355205475021,0.5371786804322765,8,8
female+lateral<Calanus hyperboreus,1869.6958870924968,0.5705070845457962,8,8
female+lateral<Calanus hyperboreus,1303.200154421637,0.4188837392852366,8,8
cvstage+lateral<Calanus glacialis,392.6052964540922,0.6001691386906961,8,8
civstage+lateral<Calanus hyperboreus,319.6072107632458,0.5349548189332612,8,8
civstage+lateral<Calanus hyperboreus,1220.4904136411533,0.5009925164966066,8,8
civstage+lateral<Calanus hyperboreus,436.2540608058909,0.5497197174389262,8,8
civstage+lateral<Calanus hyperboreus,379.13030102725,0.5858203425057649,8,8
cvstage+lateral<Calanus hyperboreus,964.765456516112,0.5033880356018553,8,8
female+lateral<Calanus hyperboreus,1661.732928344161,0.6050747359564336,8,8
female+lateral<Calanus glacialis,427.8088413946779,0.5671306941887498,8,8
female+lateral<Calanus glacialis,379.9416979247828,0.5220922934487165,8,8
female+lateral<Calanus glacialis,355.8486835677819,0.4889579965124975,8,8
female+lateral<Calanus hyperboreus,1799.7503414097737,0.5864461509949425,8,8
female+lateral<Calanus hyperboreus,1560.3868037421498,0.458399481251467,8,8
civstage+lateral<Calanus hyperboreus,278.526947348529,0.4167629570164179,8,8
civstage+lateral<Calanus hyperboreus,447.6610616713676,0.7143308221185577,8,8
civstage+lateral<Calanus hyperboreus,268.81219191214467,0.5397742040293259,8,8
civstage+lateral<Calanus hyperboreus,300.5952257953359,0.5822308373960078,8,8
civstage+lateral<Calanus hyperboreus,446.8078514189654,0.66392199876653,8,8
cvstage+lateral<Calanus hyperboreus,999.7595356873934,0.6157860193310688,8,8
civstage+lateral<Calanus hyperboreus,357.91699862792854,0.5998208402007565,8,8
cvstage+lateral<Calanus hyperboreus,744.7189609770492,0.5722395263925117,8,8
cvstage+lateral<Calanus glacialis,288.78018858067287,0.614275815057672,8,8
cvstage+lateral<Calanus glacialis,395.88588491027775,0.7949008210967089,8,8
cvstage+lateral<Calanus hyperboreus,740.3409811096147,0.5387354301619801,8,8
civstage+lateral<Calanus hyperboreus,406.77287772473346,0.588809367648494,8,8
civstage+lateral<Calanus hyperboreus,331.7770984710375,0.5407915443542197,8,8
civstage+lateral<Calanus hyperboreus,274.6372735285872,0.5496482786993471,8,8
female+lateral<Calanus hyperboreus,1677.794356142576,0.5675686476164868,8,8
female+lateral<Calanus hyperboreus,1725.9335332439473,0.5932477268929408,8,8
female+lateral<Calanus hyperboreus,1664.2493448473192,0.6400382742212452,8,8
female+lateral<Calanus hyperboreus,994.4707440069752,0.4429480119274851,8,8
civstage+lateral<Calanus hyperboreus,341.64861886325104,0.5947409315973206,8,8
female+lateral<Calanus glacialis,575.7570879894964,0.6798029041545522,8,8
civstage+lateral<Calanus hyperboreus,246.2884084235807,0.5398016712456833,8,8
female+lateral<Calanus hyperboreus,803.4190438077002,0.4221803971161076,8,8
female+lateral<Calanus hyperboreus,2143.8398581162396,0.6081419068176348,8,8
civstage+lateral<Calanus hyperboreus,291.15701702479294,0.5790434754381678,8,8
civstage+lateral<Calanus hyperboreus,357.6462592247971,0.5376812930469437,8,8
civstage+lateral<Calanus hyperboreus,427.66850199748234,0.6120291346863657,8,8
cvstage+lateral<Calanus hyperboreus,1421.003546248001,0.6294455740531355,8,8
cvstage+lateral<Calanus hyperboreus,486.0360544701888,0.5247283022013566,8,8
female+lateral<Calanus glacialis,198.09684488149415,0.3882227261698875,8,8
cvstage+lateral<Calanus hyperboreus,968.6056556590704,0.6152122119810037,8,8
civstage+lateral<Calanus hyperboreus,322.0633876235865,0.6091426588128492,8,8
cvstage+lateral<Calanus hyperboreus,963.4269141907027,0.5344234425075042,8,8
cvstage+lateral<Calanus hyperboreus,965.0332309332952,0.6073735994380679,8,8
female+lateral<Calanus glacialis,137.84981609688091,0.3839980685963005,8,8
cvstage+lateral<Calanus hyperboreus,747.3659627370632,0.6124952531273745,8,8
cvstage+lateral<Calanus hyperboreus,870.4208963567886,0.5625169751506734,8,8
cvstage+lateral<Calanus hyperboreus,877.4421186845451,0.6212266071727326,8,8
civstage+lateral<Calanus hyperboreus,336.73484602081135,0.544860594924154,8,8
cvstage+lateral<Calanus hyperboreus,594.3862075521084,0.5270597400050516,8,8
cvstage+lateral<Calanus hyperboreus,1338.5581898713813,0.6761409129583096,8,8
female+lateral<Calanus glacialis,334.64472284123593,0.5290115164989886,8,8
female+lateral<Calanus hyperboreus,1650.8414843001035,0.4842750577319478,8,8
cvstage+lateral<Calanus hyperboreus,908.3537883929488,0.6100149080719877,8,8
cvstage+lateral<Calanus hyperboreus,770.144144823927,0.4838797527059539,8,8
cvstage+lateral<Calanus glacialis,330.1072414471442,0.5458741036075415,8,8
civstage+lateral<Calanus hyperboreus,298.13273339736253,0.5038435747374618,8,8
cvstage+lateral<Calanus hyperboreus,809.1746330792324,0.5559823206251542,8,8
civstage+lateral<Calanus hyperboreus,292.3939339761701,0.5770049148683439,8,8
female+lateral<Calanus hyperboreus,1853.1099321085053,0.6475114316848382,8,8
civstage+lateral<Calanus hyperboreus,447.6610616713676,0.6802557919447385,8,8
civstage+lateral<Calanus hyperboreus,292.34734484008254,0.5577784984403101,8,8
civstage+lateral<Calanus hyperboreus,311.7182212206612,0.583328259356441,8,8
cvstage+lateral<Calanus hyperboreus,385.0332060092002,0.4422916496775231,8,8
civstage+lateral<Calanus hyperboreus,335.7546215258195,0.5510739016575862,8,8
civstage+lateral<Calanus hyperboreus,407.4643949418765,0.5533046203501828,8,8
civstage+lateral<Calanus hyperboreus,529.0652458103933,0.6569416778690584,8,8
civstage+lateral<Calanus hyperboreus,182.7271808798417,0.5379476139153281,8,8
female+lateral<Calanus glacialis,227.6126287625637,0.5877431542140911,8,8
civstage+lateral<Calanus hyperboreus,398.295717227474,0.5678265517220348,8,8
cvstage+lateral<Calanus glacialis,338.89431181385373,0.5937716204916301,8,8
civstage+lateral<Calanus hyperboreus,328.1379737547183,0.5344793912108952,8,8
civstage+lateral<Calanus hyperboreus,297.18015944756013,0.5366056679804461,8,8
cvstage+lateral<Calanus hyperboreus,775.4936489743195,0.5038230513065934,8,8
cvstage+lateral<Calanus hyperboreus,840.0180763425737,0.6008227967219532,8,8
cvstage+lateral<Calanus glacialis,263.6121443955696,0.5133590569212217,8,8
civstage+lateral<Calanus hyperboreus,282.62059144086004,0.5456904237469017,8,8
cvstage+lateral<Calanus hyperboreus,1070.196603738858,0.6087989618967171,8,8
civstage+lateral<Calanus hyperboreus,371.7698213982739,0.5640528674037055,8,8
civstage+lateral<Calanus hyperboreus,302.66074095091716,0.5372250417270201,8,8
cvstage+lateral<Calanus hyperboreus,758.9462465669088,0.4262635575909463,8,8
cvstage+lateral<Calanus hyperboreus,793.9657956900014,0.5599169005529452,8,8
civstage+lateral<Calanus hyperboreus,316.0724069040038,0.495029305871031,8,8
cvstage+lateral<Calanus glacialis,312.2295504578879,0.5731734163953855,8,8
cvstage+lateral<Calanus hyperboreus,425.8453299010355,0.4054802823632839,8,8
civstage+lateral<Calanus hyperboreus,480.9447382207967,0.6229617982515812,8,8
civstage+lateral<Calanus hyperboreus,219.54975024402577,0.4991049829209887,8,8
civstage+lateral<Calanus hyperboreus,202.59477965768005,0.4358270999690612,8,8
civstage+lateral<Calanus hyperboreus,451.5064578518432,0.5963601886576072,8,8
cvstage+lateral<Calanus glacialis,424.7945484382274,0.5308629670085071,8,8
female+lateral<Calanus hyperboreus,1399.1349130493268,0.4681319494816386,8,8
female+lateral<Calanus hyperboreus,1189.6061555464237,0.4932062553732682,8,8
cvstage+lateral<Calanus hyperboreus,866.3761268733473,0.5797254516137887,8,8
female+lateral<Calanus hyperboreus,855.567123698703,0.5515935758172918,8,8
civstage+lateral<Calanus hyperboreus,340.99223353022415,0.568274606026375,8,8
civstage+lateral<Calanus hyperboreus,262.9596437720914,0.4323193419788542,8,8
cvstage+lateral<Calanus glacialis,225.34457100489973,0.4878551178208724,8,8
civstage+lateral<Calanus hyperboreus,318.64578919711016,0.5031008787162344,8,8
cvstage+lateral<Calanus hyperboreus,1255.8512033701663,0.6365464234899055,8,8
civstage+lateral<Calanus hyperboreus,408.57097265346226,0.6653779843634499,8,8
civstage+lateral<Calanus hyperboreus,331.4019768959661,0.5985055873334858,8,8
civstage+lateral<Calanus hyperboreus,368.5426827964933,0.5925981483180565,8,8
civstage+lateral<Calanus hyperboreus,270.2200105090109,0.5443434816686206,8,8
female+lateral<Calanus hyperboreus,1629.7476120850476,0.602079614075479,8,8
female+lateral<Calanus hyperboreus,1825.779639682232,0.6519672654877997,8,8
cvstage+lateral<Calanus glacialis,545.8813461331443,0.7330356058782193,8,8
female+lateral<Calanus hyperboreus,1190.5558661175012,0.5667971593169301,8,8
cvstage+lateral<Calanus glacialis,365.6231624865416,0.5261486099642252,8,8
cvstage+lateral<Calanus glacialis,338.4142581281413,0.5212412177174212,8,8
civstage+lateral<Calanus hyperboreus,319.0923352274651,0.494606866413151,8,8
cvstage+lateral<Calanus glacialis,406.1563376196544,0.6042512190717384,8,8
cvstage+lateral<Calanus glacialis,195.4322590639932,0.3548707088468793,8,8
female+lateral<Calanus hyperboreus,1186.4737017667312,0.4857261895776336,8,8
female+lateral<Calanus hyperboreus,1412.503811650141,0.4363379749018348,8,8
civstage+lateral<Calanus hyperboreus,366.4629178665889,0.5881495240640053,8,8
civstage+lateral<Calanus hyperboreus,199.731829365461,0.4689610448840425,8,8
civstage+lateral<Calanus hyperboreus,405.59809617443,0.6360486651973651,8,8
civstage+lateral<Calanus hyperboreus,365.8597675892533,0.6202254108627618,8,8
civstage+lateral<Calanus hyperboreus,300.40559069901434,0.5609442945005103,8,8
female+lateral<Calanus glacialis,317.02009062320184,0.5758718948529601,8,8
female+lateral<Calanus glacialis,262.8651250160179,0.4915600042798657,8,8
civstage+lateral<Calanus hyperboreus,393.0158393742428,0.5399569802204052,8,8
female+lateral<Calanus hyperboreus,1925.7346343551867,0.5428658666480549,8,8
cvstage+lateral<Calanus glacialis,328.24586195224305,0.5254066305846635,8,8
civstage+lateral<Calanus hyperboreus,269.5892212403605,0.5520476721063547,8,8
female+lateral<Calanus hyperboreus,1393.85760415041,0.5541076186214086,8,8
civstage+lateral<Calanus hyperboreus,222.22905558461355,0.4953265179893806,8,8
cvstage+lateral<Calanus hyperboreus,566.4323620518389,0.5482800188520371,8,8
female+lateral<Calanus hyperboreus,406.4963681337628,0.2133323466407087,8,8
female+lateral<Calanus hyperboreus,1943.497767381714,0.5966750951062928,8,8
female+lateral<Calanus hyperboreus,1517.0172774886378,0.493870432532575,8,8
civstage+lateral<Calanus hyperboreus,368.8784546103328,0.5773769687811047,8,8
female+lateral<Calanus hyperboreus,1392.3650975315804,0.5427320423988777,8,8
civstage+lateral<Calanus hyperboreus,421.5769456131644,0.5897341621886414,8,8
cvstage+lateral<Calanus hyperboreus,775.3263112585734,0.5435727992908234,8,8
cvstage+lateral<Calanus hyperboreus,863.9346642001532,0.5523669948493912,8,8
female+lateral<Calanus hyperboreus,1802.2194425506311,0.5345188550294907,8,8
female+lateral<Calanus hyperboreus,792.9429636734415,0.3701334521508298,8,8
female+lateral<Calanus hyperboreus,1227.6728330982176,0.4804138163612976,8,8
civstage+lateral<Calanus hyperboreus,504.94592498037514,0.6583688512124943,8,8
cvstage+lateral<Calanus hyperboreus,956.8314917764448,0.6031098561709063,8,8
cvstage+lateral<Calanus glacialis,248.19777244199605,0.4761653178437023,8,8
cvstage+lateral<Calanus glacialis,305.030072729416,0.561886097000579,8,8
female+lateral<Calanus glacialis,565.1365948396091,0.6808369811605051,8,8
civstage+lateral<Calanus hyperboreus,347.6115046594363,0.6123741676216111,8,8
cvstage+lateral<Calanus glacialis,358.44514589439774,0.5978380903550295,8,8
civstage+lateral<Calanus hyperboreus,299.8368978495319,0.5180924753226083,8,8
female+lateral<Calanus hyperboreus,979.973933404258,0.5248676831473362,8,8
civstage+lateral<Calanus hyperboreus,352.40011082278085,0.5757904105004515,8,8
cvstage+lateral<Calanus hyperboreus,719.8662644656707,0.5647245932757343,8,8
cvstage+lateral<Calanus hyperboreus,1168.202627661773,0.6256986538608291,8,8
cvstage+lateral<Calanus hyperboreus,525.6831410022461,0.5034658793936874,8,8
cvstage+lateral<Calanus hyperboreus,971.1086746190284,0.5280437809676516,8,8
cvstage+lateral<Calanus hyperboreus,829.6705901256158,0.5526183233269911,8,8
civstage+lateral<Calanus hyperboreus,386.6667161674565,0.5489646293194772,8,8
cvstage+lateral<Calanus hyperboreus,556.4700619443943,0.4655204871507074,8,8
civstage+lateral<Calanus hyperboreus,308.46433345187916,0.5058224058992421,8,8
cvstage+lateral<Calanus hyperboreus,542.7164888320757,0.5128810275082466,8,8
civstage+lateral<Calanus hyperboreus,185.5998216947856,0.4593530674336695,8,8
female+lateral<Calanus hyperboreus,1671.7003332304512,0.5880948724191678,8,8
female+lateral<Calanus hyperboreus,1137.2508463594563,0.5571931674705753,8,8
civstage+lateral<Calanus hyperboreus,288.91237022675847,0.633575496264388,8,8
cvstage+lateral<Calanus glacialis,360.511374405376,0.5349874840353115,8,8
female+lateral<Calanus hyperboreus,1150.3881162777452,0.4152092296922556,8,8
female+lateral<Calanus hyperboreus,2330.587915384154,0.7091226764620332,8,8
civstage+lateral<Calanus hyperboreus,352.56165910668824,0.5860178478551015,8,8
civstage+lateral<Calanus hyperboreus,172.7482450190229,0.4588832722802478,8,8
civstage+lateral<Calanus hyperboreus,208.2999410345843,0.4719825554027113,8,8
cvstage+lateral<Calanus hyperboreus,669.1059026619502,0.4990485173790693,8,8
civstage+lateral<Calanus hyperboreus,342.23968476055063,0.5460815069885853,8,8
female+lateral<Calanus hyperboreus,1533.6767110739595,0.6415087732052215,8,8
cvstage+lateral<Calanus glacialis,268.49199625184633,0.6773037124154294,8,8
civstage+lateral<Calanus hyperboreus,297.61574146399585,0.5597260989403688,8,8
female+lateral<Calanus hyperboreus,1289.4909724460415,0.6233162058347034,8,8
female+lateral<Calanus glacialis,424.3044466126456,0.5715902022589975,8,8
cvstage+lateral<Calanus hyperboreus,902.0159689607108,0.5492327722088969,8,8
civstage+lateral<Calanus hyperboreus,480.3636770881202,0.6440886334331516,8,8
civstage+lateral<Calanus hyperboreus,226.76726656225577,0.4903264499757734,8,8
civstage+lateral<Calanus hyperboreus,247.1279912459243,0.5509145372198634,8,8
female+lateral<Calanus hyperboreus,1432.727812012173,0.4856004706122656,8,8
female+lateral<Calanus hyperboreus,1719.5764523209273,0.5486302582692322,8,8
female+lateral<Calanus hyperboreus,2080.484129341386,0.5926865166372917,8,8
cvstage+lateral<Calanus glacialis,292.2386730378997,0.5525156027553705,8,8
civstage+lateral<Calanus hyperboreus,362.5811115412895,0.5889768750794385,8,8
civstage+lateral<Calanus hyperboreus,404.42432018355305,0.5829099944407957,8,8
civstage+lateral<Calanus hyperboreus,326.97077935916724,0.5669480367791145,8,8
civstage+lateral<Calanus hyperboreus,350.01708073316894,0.5006556218109393,8,8
civstage+lateral<Calanus hyperboreus,275.6880854956434,0.4686409731788735,8,8
female+lateral<Calanus hyperboreus,1313.8466014609658,0.5322397187331366,8,8
civstage+lateral<Calanus hyperboreus,319.6999356259036,0.6225593687499275,8,8
cvstage+lateral<Calanus glacialis,476.0123498383669,0.6028928460019958,8,8
civstage+lateral<Calanus hyperboreus,260.8354053387258,0.5503222313980898,8,8
female+lateral<Calanus hyperboreus,1582.7361695402403,0.5066030000965492,8,8
female+lateral<Calanus hyperboreus,2244.5578587604728,0.6039900927629226,8,8
female+lateral<Calanus hyperboreus,1105.3381157224817,0.446963889275305,8,8
female+lateral<Calanus glacialis,357.3822191086867,0.5644393682425469,8,8
female+lateral<Calanus glacialis,345.3602465408966,0.5163266827437438,8,8
civstage+lateral<Calanus hyperboreus,235.74768740461505,0.4552863173624424,8,8
civstage+lateral<Calanus hyperboreus,310.6698786705695,0.5636115130688852,8,8
civstage+lateral<Calanus hyperboreus,252.0201276221908,0.4784295913433142,8,8
cvstage+lateral<Calanus hyperboreus,700.148595933565,0.5869779285504501,8,8
cvstage+lateral<Calanus glacialis,85.05308130638657,0.2664114528566618,8,8
civstage+lateral<Calanus hyperboreus,365.4578307023223,0.5572370239671484,8,8
female+lateral<Calanus hyperboreus,1771.267562787957,0.5411007948025728,8,8
cvstage+lateral<Calanus glacialis,314.1492407018973,0.5248631980859144,8,8
cvstage+lateral<Calanus glacialis,537.2286400969417,0.7642569596219217,8,8
cvstage+lateral<Calanus hyperboreus,838.2428632933678,0.5619394613172896,8,8
civstage+lateral<Calanus hyperboreus,439.150677464205,0.6990024464323322,8,8
civstage+lateral<Calanus hyperboreus,322.40363474229247,0.6484246619322478,8,8
cvstage+lateral<Calanus glacialis,114.04095219395997,0.378489487127815,8,8
civstage+lateral<Calanus hyperboreus,333.14482680901034,0.5411008533100945,8,8
female+lateral<Calanus hyperboreus,1247.368215492606,0.478368684916859,8,8
cvstage+lateral<Calanus hyperboreus,1087.8178630050422,0.6003966262256696,8,8
cvstage+lateral<Calanus hyperboreus,699.9050685732907,0.5839793307993386,8,8
civstage+lateral<Calanus hyperboreus,193.37610451639324,0.4213764748244111,8,8
civstage+lateral<Calanus hyperboreus,359.0446567542989,0.5894982598361707,8,8
cvstage+lateral<Calanus glacialis,282.98760305132396,0.5632271514915985,8,8
female+lateral<Calanus hyperboreus,1210.4753876637783,0.4059481262781632,8,8
cvstage+lateral<Calanus hyperboreus,656.5615360909769,0.5497398566346825,8,8
civstage+lateral<Calanus hyperboreus,442.4781539885535,0.6465123693274124,8,8
female+lateral<Calanus hyperboreus,1989.2213290860184,0.6063440398056311,8,8
female+lateral<Calanus hyperboreus,1057.6098359875575,0.5670723243885373,8,8
female+lateral<Calanus hyperboreus,1144.0034548246151,0.569508451580395,8,8
civstage+lateral<Calanus hyperboreus,276.1811824000274,0.5976729904517977,8,8
cvstage+lateral<Calanus hyperboreus,649.24573873705,0.6134630063550226,8,8
cvstage+lateral<Calanus hyperboreus,539.5570809378913,0.4778670328105284,8,8
cvstage+lateral<Calanus glacialis,317.42068680383596,0.6221735511192342,8,8
female+lateral<Calanus glacialis,314.66174550933465,0.5822246858536392,8,8
cvstage+lateral<Calanus hyperboreus,873.4290195145877,0.5082097126154177,8,8
civstage+lateral<Calanus hyperboreus,448.7282511977792,0.6132957919607767,8,8
cvstage+lateral<Calanus hyperboreus,812.3233684518548,0.507149604802912,8,8
cvstage+lateral<Calanus glacialis,331.6143845634845,0.6405336855143977,8,8
civstage+lateral<Calanus hyperboreus,350.8375188057949,0.5923961193731646,8,8
civstage+lateral<Calanus hyperboreus,260.94312457991515,0.4912379114675715,8,8
female+lateral<Calanus hyperboreus,1428.6160661701738,0.4988646421692112,8,8
female+lateral<Calanus glacialis,295.37453005986316,0.640561058157609,8,8
civstage+lateral<Calanus hyperboreus,359.51114778632376,0.6595280986725077,8,8
civstage+lateral<Calanus hyperboreus,264.7797175432708,0.5146227024085264,8,8
civstage+lateral<Calanus hyperboreus,393.0842755315443,0.6759412613040702,8,8
civstage+lateral<Calanus hyperboreus,285.20159768563485,0.5648457599254652,8,8
civstage+lateral<Calanus hyperboreus,373.11691587825993,0.558231726519049,8,8
civstage+lateral<Calanus hyperboreus,298.25886924326426,0.5799371429934258,8,8
civstage+lateral<Calanus hyperboreus,185.3258052854553,0.4770778550972809,8,8
cvstage+lateral<Calanus hyperboreus,371.3858199712411,0.6244344947451744,8,8
female+lateral<Calanus hyperboreus,1498.988065184203,0.4919351778997645,8,8
civstage+lateral<Calanus hyperboreus,260.7747877372456,0.5226057454858817,8,8
female+lateral<Calanus glacialis,393.0158393742428,0.5497453248662729,8,8
female+lateral<Calanus glacialis,376.22069467496664,0.5395040480116394,8,8
civstage+lateral<Calanus hyperboreus,261.07791741052495,0.5024341947057944,8,8
civstage+lateral<Calanus hyperboreus,448.01670799966024,0.7177859089126022,8,8
